timestamp,ticker,open,close,pct_change,log_return,sma_3,bias_3,sma_7,bias_7
2025-12-15 00:00:00,BTC-USD,88171.078125,86419.78125,-0.019908078936967,-0.020108914713088392,88297.890625,-0.0212701499628831,90341.15401785714,-0.043406272705815034
2025-12-16 00:00:00,BTC-USD,86424.40625,87843.984375,0.01648005936140917,0.016345736935078115,87479.6484375,0.0041648079754264275,89648.62165178571,-0.02013011737977751
2025-12-17 00:00:00,BTC-USD,87847.6171875,86143.7578125,-0.01935507109105894,-0.019544833040854463,86802.5078125,-0.007589066452123134,88809.0234375,-0.03001120293677928
2025-12-18 00:00:00,BTC-USD,86144.3671875,85462.5078125,-0.007908292107279613,-0.007939728497768105,86483.41666666667,-0.01180467763087534,87802.04799107143,-0.026645621965553035
2025-12-19 00:00:00,BTC-USD,85476.1328125,88103.3828125,0.03090097713717843,0.030433154968407768,86569.8828125,0.01771401265866765,87492.47209821429,0.006982437455875461
2025-12-20 00:00:00,BTC-USD,88101.671875,88344.0,0.002731077738661547,0.002727355122150639,87303.296875,0.011920547817226977,87213.22767857143,0.012965605694540755
2025-12-21 00:00:00,BTC-USD,88344.703125,88621.75,0.0031439599746445612,0.0031390280669266876,88356.37760416667,0.003003432270867725,87277.0234375,0.01540756672875047
2025-12-22 00:00:00,BTC-USD,88621.3984375,88490.015625,-0.0014864790528285043,-0.0014875849588890807,88485.25520833333,5.379898216333779e-05,87572.77120535714,0.01047408237763685
2025-12-23 00:00:00,BTC-USD,88490.03125,87414.0,-0.01215974047919599,-0.012234274952953525,88175.25520833333,-0.008633433569709512,87511.34486607143,-0.0011123685302792767
2025-12-24 00:00:00,BTC-USD,87431.0859375,87580.2890625,0.0019023161335713912,0.0019005090216711745,87828.1015625,-0.002821562752596358,87716.56361607143,-0.0015535783431724242
